"survey.id","species","sitename","site.id","survey.conducted","year","date","day","month","occurnotes","obsaffil","effortsource_desc","effortsource","effortmethod_desc","countyname","lat","lon","accuracy_desc","locaccuracy","wdfwregion","owlsitecenter_desc","owlsitecenter","count","data.type","age","individual.id","duration","time.to.detect","pass.id","survey.pass"
343,"RACA",NA,288,1,1993,"7/25/1993",25,7,"T13NR13ES07, COLD CREEK :  ","LEINGANG, C/USFS",NA,NA,"Ground","Yakima",46.62464556,-121.2613482,"1 mile (Section)",5280,3,NA,NA,1,"PO","NR",NA,NA,NA,1,"343_1"
344,"RACA",NA,289,1,2006,"8/23/2006",23,8,NA,"BRUCE, A/WEST FORK TIMBER","Other survey",30,"Ground","Lewis",46.62497642,-121.9558513,"1/8 mile (Quarter/Quarter Section)",660,5,NA,NA,1,"PO","NR",NA,NA,NA,1,"344_1"
345,"RACA",NA,290,1,1989,"7/25/1989",25,7,"GROUSE MEADOWS U#5 (T13NR14E SEC 8 SE) :  ","LEINGANG, C/USFS",NA,NA,"Ground","Yakima",46.62570861,-121.0979111,"1/4 mile (Quarter Section)",1320,3,NA,NA,1,"PO","NR",NA,NA,NA,1,"345_1"
346,"RACA",NA,291,1,1995,"4/26/1995",26,4,"WETLANDS, SITE WET012MURRAY PACIFIC SURVEY OF THE MINERAL TREE FARM:  ","VAUGHAN, M/UNKNOWN;BOSAKOWSKI, T/USFS",NA,NA,"Ground","Lewis",46.62682433,-122.0195547,"1/4 mile (Quarter Section)",1320,5,NA,NA,1,"PO","NR",NA,NA,NA,1,"346_1"
347,"RACA",NA,292,1,1996,"5/1/1996",1,5,"T13N R06E S11 NENE / ELEV 2860 FT : I EGG MASS","BEAK-CONSULTANTS/BEAK CONSULTANTS",NA,NA,"Ground","Lewis",46.63263273,-122.0147484,"1/4 mile (Quarter Section)",1320,5,NA,NA,1,"PO","NR",NA,NA,NA,1,"347_1"
348,"RACA",NA,293,1,1994,"7/28/1994",28,7,"T13N R08E S07 SWNE / ELEV 2440 FT : 2 ADULTS","HANSEN, D/USFS",NA,NA,"Ground","Lewis",46.63315122,-121.8504011,"1/4 mile (Quarter Section)",1320,5,NA,NA,1,"PO","NR",NA,NA,NA,1,"348_1"
349,"RACA",NA,294,1,1995,"4/26/1995",26,4,"WETLANDS, SITE WET009MURRAY PACIFIC SURVEY OF THE MINERAL TREE FARM:  ","BOSAKOWSKI, T/USFS;VAUGHAN, M/UNKNOWN",NA,NA,"Ground","Lewis",46.63552319,-122.0021316,"1/4 mile (Quarter Section)",1320,5,NA,NA,1,"PO","NR",NA,NA,NA,1,"349_1"
350,"RACA",NA,295,1,1958,"7/30/1958",30,7,"1/2 MILE E WHITE PASS :  ","METTER, D/US NAT MUSEUM - DC",NA,NA,"Ground","Yakima",46.63817434,-121.385482,"1 mile (Section)",5280,3,NA,NA,1,"PO","NR",NA,NA,NA,1,"350_1"
351,"RACA",NA,295,1,1968,"8/16/1968",16,8,"WHITEPASS, ROUTE 5, SE OF MT. RAINIER NATIONAL PARK. :  ",NA,NA,NA,"Ground","Yakima",46.63817434,-121.385482,"General locality",13120,3,NA,NA,1,"PO","NR",NA,NA,NA,1,"351_1"
352,"RACA",NA,296,1,1995,"4/26/1995",26,4,"MINERAL CREEK, SITE CC003MURRAY PACIFIC SURVEY OF THE MINERAL TREE FARM:  ","BOSAKOWSKI, T/USFS;VAUGHAN, M/UNKNOWN",NA,NA,"Ground","Lewis",46.63934194,-122.0043277,"1/4 mile (Quarter Section)",1320,5,NA,NA,1,"PO","NR",NA,NA,NA,1,"352_1"
353,"RACA",NA,297,1,1993,"8/28/1993",28,8,"DEER LAKE : 1 AD, 2 JUV","LEACH, S/UNKNOWN",NA,NA,"Ground","Yakima",46.65039294,-121.4122979,"1/4 mile (Quarter Section)",1320,3,NA,NA,1,"PO","NR",NA,NA,NA,1,"353_1"
354,"RACA",NA,298,1,1996,"5/1/1996",1,5,"T13N R04E S33 SENW / ELEV 2960 FT : 2 ADULTS","BEAK-CONSULTANTS/BEAK CONSULTANTS",NA,NA,"Ground","Lewis",46.65616359,-122.3093789,"1/4 mile (Quarter Section)",1320,5,NA,NA,1,"PO","NR",NA,NA,NA,1,"354_1"
355,"RACA",NA,299,1,1993,"6/27/1993",27,6,"T14NR13ES36, 100 M. DOWN RD 1381-378 :  ","LEINGANG, C/USFS",NA,NA,"Ground","Yakima",46.66210486,-121.1516314,"1 mile (Section)",5280,3,NA,NA,1,"PO","NR",NA,NA,NA,1,"355_1"
356,"RACA",NA,300,1,1989,"9/12/1989",12,9,"WILDCAT CREEK (T14NR13E SEC 26 SE) :  ","LEINGANG, C/USFS",NA,NA,"Ground","Yakima",46.66840408,-121.1618807,"1/4 mile (Quarter Section)",1320,3,NA,NA,1,"PO","NR",NA,NA,NA,1,"356_1"
357,"RACA",NA,301,1,2017,"8/10/2017",10,8,"WILDCAT CREEK","RAGGON, M/USFS","Other survey",30,"Ground","Yakima",46.67053,-121.12943,"GPS",10,3,NA,NA,1,"PO","NR",NA,NA,NA,1,"357_1"
358,"RACA",NA,302,1,1993,"7/11/1993",11,7,"T14NR13ES27, WILDCAT CREEK :  ","LEINGANG, C/USFS",NA,NA,"Ground","Yakima",46.67339601,-121.1905015,"1 mile (Section)",5280,3,NA,NA,1,"PO","NR",NA,NA,NA,1,"358_1"
359,"RACA",NA,303,1,1992,"7/29/1992",29,7,"T14NR13E SEC 26 NW, NACHES RANGER DISTRICT :  ","DARDA, D/CENTRAL WASHINGTON UNIV",NA,NA,"Ground","Yakima",46.67521471,-121.177513,"1/4 mile (Quarter Section)",1320,3,NA,NA,1,"PO","NR",NA,NA,NA,1,"359_1"
360,"RACA",NA,304,1,1992,"7/29/1992",29,7,"T14NR13E SEC 27 NE, NACHES RANGER DISTRICT :  ","DARDA, D/CENTRAL WASHINGTON UNIV",NA,NA,"Ground","Yakima",46.67814177,-121.1827568,"1/4 mile (Quarter Section)",1320,3,NA,NA,1,"PO","NR",NA,NA,NA,1,"360_1"
361,"RACA",NA,305,1,2006,"8/1/2006",1,8,NA,"POTTER, A/WDFW;HAYS, D/WDFW","WDFW incidental",10,"Ground","Yakima",46.68432043,-121.3654359,"GPS",10,3,NA,NA,1,"PO","NR",NA,NA,NA,1,"361_1"
362,"RACA",NA,306,1,2015,"6/1/2015",1,6,"APPROXIMATE LOCATION | CATTLE WATER HOLE","BERNATOWICZ, J/WDFW","WDFW incidental",10,"Ground","Yakima",46.68797515,-121.0860349,"Map 1:24,000 <= 40 feet",40,3,NA,NA,1,"PO","NR",NA,NA,NA,1,"362_1"
363,"RACA",NA,307,1,2000,"7/1/2000",1,7,"CORA LAKE : 1 ADULT
","AKER, L/WDFW",NA,NA,"Ground","Lewis",46.68815417,-121.889039,"1/4 mile (Quarter Section)",1320,5,NA,NA,1,"PO","NR",NA,NA,NA,1,"363_1"
364,"RACA",NA,308,1,2000,"7/1/2000",1,7,"CORA LAKE : 1 ADULT","AKER, L/WDFW",NA,NA,"Ground","Lewis",46.69019591,-121.8891167,"1/4 mile (Quarter Section)",1320,5,NA,NA,1,"PO","NR",NA,NA,NA,1,"364_1"
365,"RACA",NA,309,1,1917,"9/11/1917",11,9,"COWLITZ PASS.  COLLECTED IN MEADOW ALONG THE PASS. : FEMALE;","TAYLOR, W/UNKNOWN",NA,NA,"Ground","Yakima",46.70132168,-121.3782084,"General locality",13120,3,NA,NA,1,"PO","NR",NA,NA,NA,1,"365_1"
366,"RACA","POTHOLE LAKE, RAINIER ",310,1,2018,"9/18/2018",18,9,NA,"TYSON, J/WDFW","WDFW survey",20,"Ground","Lewis",46.70229466,-121.9298015,"GPS",10,5,NA,NA,1,"PO","NR",NA,NA,NA,1,"366_1"
367,"RACA","POTHOLE LAKE, RAINIER ",311,1,2018,"9/13/2018",13,9,NA,"TYSON, J/WDFW","WDFW survey",20,"Ground","Lewis",46.70234054,-121.9299411,"GPS",10,5,NA,NA,1,"PO","NR",NA,NA,NA,1,"367_1"
368,"RACA",NA,312,1,1984,"6/1/1984",1,6,"11KM N & 15KM E PACKWOOD :  ","AUBRY, K/USFS",NA,NA,"Ground","Lewis",46.70328086,-121.4776885,"General locality",13120,5,NA,NA,1,"PO","NR",NA,NA,NA,1,"368_1"
369,"RACA",NA,312,1,1984,"6/1/1984",1,6,"11KM N & 15.2KM E PACKWOOD :  ","AUBRY, K/USFS",NA,NA,"Ground","Lewis",46.70328086,-121.4776885,"General locality",13120,5,NA,NA,1,"PO","NR",NA,NA,NA,1,"369_1"
370,"RACA",NA,313,1,1967,"7/1/1967",1,7,"SODA SPRINGS :  ","WAKE/UNKNOWN",NA,NA,"Ground","Lewis",46.70419343,-121.4854222,"General locality",13120,5,NA,NA,1,"PO","NR",NA,NA,NA,1,"370_1"
371,"RACA",NA,313,1,1967,"7/3/1967",3,7,"SODA SPRINGS :  ","WAKE/UNKNOWN",NA,NA,"Ground","Lewis",46.70419343,-121.4854222,"General locality",13120,5,NA,NA,1,"PO","NR",NA,NA,NA,1,"371_1"
372,"RACA",NA,314,1,1985,"6/28/1985",28,6,"GIFFORD-PINCHOT NF OFF NFR 4510 CA 1 MI W SODA SPRINGS CAMPGROUND : 1 SPECIMENS.","KRAUS, F/UNKNOWN",NA,NA,"Ground","Lewis",46.70759559,-121.5025298,"1 mile (Section)",5280,5,NA,NA,1,"PO","NR",NA,NA,NA,1,"372_1"
373,"RACA",NA,315,1,1984,"6/12/1984",12,6,"GIFFORD PINCHOT NATIONAL FOREST, 11.0 KM N & 15.2 KM E PACKWOOD :  ","AUBRY, K/USFS",NA,NA,"Ground","Lewis",46.70881314,-121.4633609,"1/4 mile (Quarter Section)",1320,5,NA,NA,1,"PO","NR",NA,NA,NA,1,"373_1"
374,"RACA",NA,316,1,1984,"6/12/1984",12,6,"GIFFORD PINCHOT NATIONAL FOREST, 11.0 KM N & 15.0 KM E PACKWOOD :  ","AUBRY, K/USFS",NA,NA,"Ground","Lewis",46.7098944,-121.4707792,"1/4 mile (Quarter Section)",1320,5,NA,NA,1,"PO","NR",NA,NA,NA,1,"374_1"
375,"RACA","RATTLESNAKE CREEK SEEP - NACHES RIVER",317,1,2018,"7/30/2018",30,7,NA,"WINDSOR, S/USFS","Other survey",30,"Ground","Yakima",46.72007862,-121.1337906,"GPS",10,3,NA,NA,1,"PO","NR",NA,NA,NA,1,"375_1"
376,"RACA","TWIN SISTERS LAKE -HW DEEP CR/BUMPING R ",318,1,2018,"8/8/2018",8,8,NA,"SHAH, J/USFS","Other survey",30,"Ground","Yakima",46.728909,-121.3606719,"GPS",10,3,NA,NA,1,"PO","NR",NA,NA,NA,1,"376_1"
377,"RACA",NA,319,1,1993,"8/19/1993",19,8,"84 RD, BEAVER POND, ELEV 2050', T14NR07ES03SENW : PACKWOOD RANGER DISTRICT LONG-TERM MONITORING","KOGUT, T/USFS",NA,NA,"Ground","Lewis",46.73041825,-121.9135413,"1/4 mile (Quarter Section)",1320,5,NA,NA,1,"PO","NR",NA,NA,NA,1,"377_1"
378,"RACA",NA,320,1,1919,"7/31/1919",31,7,"MT. RAINIER, OHANAPECOSH SPRINGS : FEMALE;","CANTWELL, G/UNKNOWN",NA,NA,"Ground","Lewis",46.7357753,-121.5595481,"General locality",13120,5,NA,NA,1,"PO","NR",NA,NA,NA,1,"378_1"
379,"RACA",NA,321,1,1919,"1/1/1919",NA,NA,"OHANAPECOSH SPRINGS :  ","U.S. NAT. MUSEUM: DC./UNKNOWN",NA,NA,"Ground","Lewis",46.73717998,-121.568227,"General locality",13120,5,NA,NA,1,"PO","NR",NA,NA,NA,1,"379_1"
380,"RACA",NA,321,1,1966,"1/1/1966",NA,NA,"OHANAPEKOSH CAMP :  ","UNIV. CA.: MUSEUM OF VERT. ZOO. - BERKEL/UNKNOWN",NA,NA,"Ground","Lewis",46.73717998,-121.568227,"General locality",13120,5,NA,NA,1,"PO","NR",NA,NA,NA,1,"380_1"
381,"RACA",NA,321,1,1966,"8/25/1966",25,8,"MT. RAINIER NATIONAL PARK, BELOW OHANAPEKOSH CAMP :  ","TEBERG, E/UNKNOWN",NA,NA,"Ground","Lewis",46.73717998,-121.568227,"General locality",13120,5,NA,NA,1,"PO","NR",NA,NA,NA,1,"381_1"
382,"RACA","ASHFORD AREA OPPOSITE SIDE OF RIVER ASHFORD O",322,1,2016,"3/17/2016",17,3,NA,"TIRHI, M/WDFW","WDFW survey",20,"Ground","Lewis",46.74132049,-122.0164812,"GPS",10,5,NA,NA,1,"PO","NR",NA,NA,NA,1,"382_1"
383,"RACA",NA,323,1,1956,"8/3/1956",3,8,"NISQUALLY ENTRANCEMT. RAINIER NAT'L PARK:  ","MAY, D/UNKNOWN",NA,NA,"Ground","Pierce",46.74172853,-121.9165052,"General locality",13120,6,NA,NA,1,"PO","NR",NA,NA,NA,1,"383_1"
384,"RACA",NA,324,1,NA,"1/1/1900",NA,NA,"LONGMIRE :  ","BAIRD/UNIV PUGET SOUND - SLATER MUSEUM;GIRARD/UNIV PUGET SOUND - SLATER MUSEUM",NA,NA,"Ground","Lewis",46.74649858,-121.8088943,"General locality",13120,5,NA,NA,1,"PO","NR",NA,NA,NA,1,"384_1"
385,"RACA",NA,324,1,1911,"1/1/1911",NA,NA,"LONGMIRE :  ","UNKNOWN/UNKNOWN",NA,NA,"Ground","Lewis",46.74649858,-121.8088943,"General locality",13120,5,NA,NA,1,"PO","NR",NA,NA,NA,1,"385_1"
386,"RACA",NA,325,1,1999,"7/12/1999",12,7,"  : 1 ADULT","DARDA, D/CENTRAL WASHINGTON UNIV",NA,NA,"Ground","Yakima",46.74905314,-121.0774043,"1/4 mile (Quarter Section)",1320,3,NA,NA,1,"PO","NR",NA,NA,NA,1,"386_1"
387,"RACA",NA,326,1,2012,"8/11/2012",11,8,"NISQUALLY FLOOD PLAIN | ELEV 1,400 FT","MCALLISTER, K/WDFW","Other survey",30,"Ground","Pierce",46.75187234,-122.0931977,"GPS",10,6,NA,NA,1,"PO","NR",NA,NA,NA,1,"387_1"
388,"RACA","DEEP CREEK - BUMPING RIVER",327,1,2018,"8/8/2018",8,8,NA,"SHAH, J/USFS","Other survey",30,"Ground","Yakima",46.7520185,-121.3632111,"GPS",10,3,NA,NA,1,"PO","NR",NA,NA,NA,1,"388_1"
389,"RACA",NA,328,1,1991,"7/1/1991",1,7,"POND ALONG STEVENS CANYON ROAD, .4MI WEST OF COWLITZ DIVIDE TRAILHEAD ON WESTSIDE OF ROAD, THE MORE SOUTHERLY OF THE 2 PONDS.: LARGE MARSHY AREA, SOME STANDING WATER TO 6 CM DEEP","PIDGEON, C/MT RAINIER NPS",NA,NA,"Ground","Lewis",46.75247016,-121.5646498,"1/4 mile (Quarter Section)",1320,5,NA,NA,1,"PO","NR",NA,NA,NA,1,"389_1"
390,"RACA",NA,329,1,1989,"7/10/1989",10,7,"DEEP CREEK RD. 2008 (T15NR12E SEC 29 SE) :  ","LEINGANG, C/USFS",NA,NA,"Ground","Yakima",46.75636094,-121.353723,"1/4 mile (Quarter Section)",1320,3,NA,NA,1,"PO","NR",NA,NA,NA,1,"390_1"
391,"RACA","SNOW LAKE -MRNP076",330,1,2017,"8/9/2017",9,8,NA,"RUMRILL, C/USGS","Other survey",30,"Ground","Lewis",46.75720418,-121.6992348,"GPS",10,5,NA,NA,1,"PO","NR",NA,NA,NA,1,"391_1"
392,"RACA",NA,331,1,1989,"6/30/1989",30,6,"LAUGHINGWATER CREEK, ELEVATION 3700 FT., (T15N R10E S26) :  ","LEONARD, B/WDOE/ WDOT /WADNR*;MCALLISTER, K/WDFW",NA,NA,"Ground","Lewis",46.75944454,-121.5194048,"1 mile (Section)",5280,5,NA,NA,1,"PO","NR",NA,NA,NA,1,"392_1"
393,"RACA",NA,332,1,1919,"7/24/1919",24,7,"MT. RAINIER, NICKEL CREEK : JUVENILE","TAYLOR, W/UNKNOWN",NA,NA,"Ground","Lewis",46.76062497,-121.6263349,"General locality",13120,5,NA,NA,1,"PO","NR",NA,NA,NA,1,"393_1"
394,"RACA",NA,333,1,1974,"8/27/1974",27,8,"BENCH LAKE IN MT RAINIER NP. : ADULTS AND EGG MASSES","FIELDER, P/UNKNOWN",NA,NA,"Ground","Lewis",46.76167297,-121.7023174,"1 mile (Section)",5280,5,NA,NA,1,"PO","NR",NA,NA,NA,1,"394_1"
395,"RACA",NA,333,1,1989,"8/27/1989",27,8,"BENCH LAKE MEADOW, MT. RAINIER NATIONAL PARK, (T15N R9E S29) : ADULTS","LEONARD, B/WDOE/ WDOT /WADNR*;MCALLISTER, K/WDFW",NA,NA,"Ground","Lewis",46.76167297,-121.7023174,"1/4 mile (Quarter Section)",1320,5,NA,NA,1,"PO","NR",NA,NA,NA,1,"395_1"
396,"RACA",NA,334,1,1991,"6/27/1991",27,6,"SMALL WATERFALL AT ROCK FACE SEEN FROM BOX CANYON PICNIC AREA : FOUR FROGS MEASURED:","PIDGEON, C/MT RAINIER NPS",NA,NA,"Ground","Lewis",46.7618788,-121.642447,"1/4 mile (Quarter Section)",1320,5,NA,NA,1,"PO","NR",NA,NA,NA,1,"396_1"
397,"RACA",NA,335,1,1991,"7/9/1991",9,7,"WET MEADOW AT WESTERN EDGE OF BENCH LAKE AND WESTERN EDGE OF BENCH LAKE ITSELF. : 1.  SVL=61MM;  TTL=34MM","BROKES, B/MT RAINIER NPS",NA,NA,"Ground","Lewis",46.76372277,-121.7005471,"1/4 mile (Quarter Section)",1320,5,NA,NA,1,"PO","NR",NA,NA,NA,1,"397_1"
398,"RACA",NA,336,1,1989,"6/30/1989",30,6,"LAUGHINGWATER CREEK HEADWATERS, (T15N R11E S30 1/4NW) : EGGS, TADPOLES, ADULTS","LEONARD, B/WDOE/ WDOT /WADNR*;MCALLISTER, K/WDFW",NA,NA,"Ground","Lewis",46.76410729,-121.4810469,"1/4 mile (Quarter Section)",1320,5,NA,NA,1,"PO","NR",NA,NA,NA,1,"398_1"
399,"RACA",NA,337,1,1991,"6/27/1991",27,6,"THE LARGER AND MOST NORTHERN OF MARSH LAKES : SSW SIDE:","PIDGEON, C/MT RAINIER NPS",NA,NA,"Ground","Lewis",46.76426444,-121.6463164,"1/4 mile (Quarter Section)",1320,5,NA,NA,1,"PO","NR",NA,NA,NA,1,"399_1"
400,"RACA",NA,338,1,1919,"9/19/1919",19,9,"MT. RAINIER, TAKOMA CREEK : FEMALE;","TAYLOR, W/UNKNOWN",NA,NA,"Ground","Pierce",46.76510203,-121.8757641,"General locality",13120,6,NA,NA,1,"PO","NR",NA,NA,NA,1,"400_1"
401,"RACA",NA,338,1,1984,"4/1/1984",1,4,"MT. RAINIER NPK, 3.2KM N OF HWY 706 ON WESTSIDE RD. :  ","AUBRY, K/USFS",NA,NA,"Ground","Pierce",46.76510203,-121.8757641,"General locality",13120,6,NA,NA,1,"PO","NR",NA,NA,NA,1,"401_1"
402,"RACA",NA,338,1,1984,"4/26/1984",26,4,"MT RAINIER NATIONAL PARK, 3.2 KM N HWY 706 ON WESTSIDE RD. :  ","AUBRY, K/USFS",NA,NA,"Ground","Pierce",46.76510203,-121.8757641,"1 mile (Section)",5280,6,NA,NA,1,"PO","NR",NA,NA,NA,1,"402_1"
403,"RACA",NA,339,1,1969,"7/1/1969",1,7,"NEAR TIMBERWOLF LOOKOUT, 4000 FT. :  ","UNKNOWN/UNKNOWN",NA,NA,"Ground","Yakima",46.76719491,-121.1459258,"General locality",13120,3,NA,NA,1,"PO","NR",NA,NA,NA,1,"403_1"
404,"RACA",NA,340,1,NA,"1/1/1900",NA,NA,"MT RAINIER, REFLECTION LAKE :  ","BAIRD/UNIV PUGET SOUND - SLATER MUSEUM;GIRARD/UNIV PUGET SOUND - SLATER MUSEUM",NA,NA,"Ground","Lewis",46.76746804,-121.7295493,"General locality",13120,5,NA,NA,1,"PO","NR",NA,NA,NA,1,"404_1"
405,"RACA",NA,340,1,1911,"8/1/1911",1,8,"REFLECTION LAKE :  ","UNKNOWN/UNKNOWN",NA,NA,"Ground","Lewis",46.76746804,-121.7295493,"General locality",13120,5,NA,NA,1,"PO","NR",NA,NA,NA,1,"405_1"
406,"RACA",NA,340,1,1931,"6/20/1931",20,6,"REFLECTION LAKE REGIONMT. RAINIER NAT'L PARK:  ","UNIV. PUGET SOUND: SLATER MUSEUM/UNKNOWN;BAYLOR UNIV: STRECKER MUSEUM/WDFW",NA,NA,"Ground","Lewis",46.76746804,-121.7295493,"General locality",13120,5,NA,NA,1,"PO","NR",NA,NA,NA,1,"406_1"
407,"RACA",NA,340,1,1931,"7/4/1931",4,7,"PARADISE, REFLECTION LAKEMT. RAINIER NAT'L PARK:  ","BAYLOR UNIV: STRECKER MUSEUM/WDFW;UNIV. PUGET SOUND: SLATER MUSEUM/UNKNOWN",NA,NA,"Ground","Lewis",46.76746804,-121.7295493,"General locality",13120,5,NA,NA,1,"PO","NR",NA,NA,NA,1,"407_1"
408,"RACA",NA,340,1,1931,"7/4/1931",4,7,"REFLECTION LAKE REGIONMT. RAINIER NAT'L PARK:  ","BAYLOR UNIV: STRECKER MUSEUM/WDFW;UNIV. PUGET SOUND: SLATER MUSEUM/UNKNOWN",NA,NA,"Ground","Lewis",46.76746804,-121.7295493,"General locality",13120,5,NA,NA,1,"PO","NR",NA,NA,NA,1,"408_1"
409,"RACA",NA,340,1,1931,"7/4/1931",4,7,"REFLECTION LAKESMT. RAINIER NAT'L PARK:  ","UNIV. PUGET SOUND: SLATER MUSEUM/UNKNOWN;BAYLOR UNIV: STRECKER MUSEUM/WDFW",NA,NA,"Ground","Lewis",46.76746804,-121.7295493,"General locality",13120,5,NA,NA,1,"PO","NR",NA,NA,NA,1,"409_1"
410,"RACA",NA,340,1,1931,"8/1/1931",1,8,"REFLECTION LK., MT. RAINIER :  ","SVIHLA, A/UNKNOWN",NA,NA,"Ground","Lewis",46.76746804,-121.7295493,"General locality",13120,5,NA,NA,1,"PO","NR",NA,NA,NA,1,"410_1"
411,"RACA",NA,340,1,1936,"6/25/1936",25,6,"PONDS AROUND REFLECTION LAKEMT. RAINIER NAT'L PARK:  ","BISHOP, S/CHICAGO: FIELD MUSEUM NAT. HIST.*",NA,NA,"Ground","Lewis",46.76746804,-121.7295493,"General locality",13120,5,NA,NA,1,"PO","NR",NA,NA,NA,1,"411_1"
412,"RACA",NA,340,1,1936,"6/25/1936",25,6,"PONDS AROUND REFLECTION LAKEMT. RAINIER NAT'L PARK:  ","BISHOP, S/CHICAGO: FIELD MUSEUM NAT. HIST.*",NA,NA,"Ground","Lewis",46.76746804,-121.7295493,"General locality",13120,5,NA,NA,1,"PO","NR",NA,NA,NA,1,"412_1"
413,"RACA",NA,340,1,1965,"8/24/1965",24,8,"MT. RAINIER NATIONAL PARK, REFLECTION LAKES, 6 MI S SUMMIT OF MT RAINIER :  ","BROWNE, M/NORTH CAROLINA MUSEUM OF NATURAL HISTORY",NA,NA,"Ground","Lewis",46.76746804,-121.7295493,"General locality",13120,5,NA,NA,1,"PO","NR",NA,NA,NA,1,"413_1"
414,"RACA","REFLECTION LAKES - PARADISE RIVER",341,1,2004,"3/1/2004",1,3,NA,"MONSEN, K/NPS","Other survey",30,"Ground","Lewis",46.76807065,-121.7264709,"GPS",10,5,NA,NA,1,"PO","NR",NA,NA,NA,1,"414_1"
415,"RACA",NA,342,1,1991,"7/25/1991",25,7,"LAKE LOUISE, WET MEADOW AREA IN SW CORNER OF LAKE. : THREE RANA CASCADAE SEEN, NOT MEASURED.","BROKES, B/MT RAINIER NPS",NA,NA,"Ground","Lewis",46.76905607,-121.7186256,"1/4 mile (Quarter Section)",1320,5,NA,NA,1,"PO","NR",NA,NA,NA,1,"415_1"
416,"RACA",NA,343,1,1936,"6/25/1936",25,6,"1 MI S OF FROG HEAVENMT. RAINIER NAT'L PARK:  ","BISHOP, S/CHICAGO: FIELD MUSEUM NAT. HIST.*",NA,NA,"Ground","Lewis",46.76918364,-121.7679243,"General locality",13120,5,NA,NA,1,"PO","NR",NA,NA,NA,1,"416_1"
417,"RACA",NA,344,1,1994,"9/16/1994",16,9,"T15NR09ES19SESEREFLECTION LAKE AND SURROUNDING PONDS, MT. RAINIER: 10 JUVENILES","CORKRAN, C/PRIVATE",NA,NA,"Ground","Lewis",46.76934751,-121.7238367,"1/4 mile (Quarter Section)",1320,5,NA,NA,1,"PO","NR",NA,NA,NA,1,"417_1"
418,"RACA",NA,344,1,1994,"9/16/1994",16,9,"T15NR08ES24NESEREFLECTION LAKE AND SURROUNDING PONDS, MT. RAINIER: 10 ADULTS, 15 SUB-ADULTS","CORKRAN, C/PRIVATE",NA,NA,"Ground","Lewis",46.76934751,-121.7238367,"1/4 mile (Quarter Section)",1320,5,NA,NA,1,"PO","NR",NA,NA,NA,1,"418_1"
419,"RACA",NA,345,1,1991,"7/11/1991",11,7,"PONDS AND DRAINAGE NE OF REFLECTION LAKES AREA. : EGG MASSES FOUND MOSTLY AT EDGE OF PONDS.","PIDGEON, C/MT RAINIER NPS",NA,NA,"Ground","Lewis",46.77021038,-121.7252771,"1/4 mile (Quarter Section)",1320,5,NA,NA,1,"PO","NR",NA,NA,NA,1,"419_1"
420,"RACA",NA,346,1,1936,"9/27/1936",27,9,"LOWER PARADISE VALLEY NEXT TO FORESTMT. RAINIER NAT'L PARK:  ","UNIV. PUGET SOUND: SLATER MUSEUM/UNKNOWN;BAYLOR UNIV: STRECKER MUSEUM/WDFW",NA,NA,"Ground","Lewis",46.77047066,-121.7554892,"General locality",13120,5,NA,NA,1,"PO","NR",NA,NA,NA,1,"420_1"
421,"RACA",NA,346,1,1936,"9/27/1936",27,9,"LOWER PARADISE VALLEY NEXT TO FORESTMT. RAINIER NAT'L PARK:  ","BAYLOR UNIV: STRECKER MUSEUM/WDFW;UNIV. PUGET SOUND: SLATER MUSEUM/UNKNOWN",NA,NA,"Ground","Lewis",46.77047066,-121.7554892,"General locality",13120,5,NA,NA,1,"PO","NR",NA,NA,NA,1,"421_1"
422,"RACA",NA,346,1,1936,"9/27/1936",27,9,"LOWER PARADISE VALLEY NEXT TO FORESTMT. RAINIER NAT'L PARK:  ","UNIV. PUGET SOUND: SLATER MUSEUM/UNKNOWN;BAYLOR UNIV: STRECKER MUSEUM/WDFW",NA,NA,"Ground","Lewis",46.77047066,-121.7554892,"General locality",13120,5,NA,NA,1,"PO","NR",NA,NA,NA,1,"422_1"
423,"RACA",NA,346,1,1937,"8/1/1937",1,8,"LOWER PARADISE VALLEYMT. RAINIER NAT'L PARK:  ","BAYLOR UNIV: STRECKER MUSEUM/WDFW;UNIV. PUGET SOUND: SLATER MUSEUM/UNKNOWN",NA,NA,"Ground","Lewis",46.77047066,-121.7554892,"General locality",13120,5,NA,NA,1,"PO","NR",NA,NA,NA,1,"423_1"
424,"RACA",NA,346,1,1952,"9/7/1952",7,9,"MT. RAINIER NAT'L PARK, PARADISE VALLEY :  ","MEDINA, D/UNKNOWN",NA,NA,"Ground","Lewis",46.77047066,-121.7554892,"General locality",13120,5,NA,NA,1,"PO","NR",NA,NA,NA,1,"424_1"
425,"RACA",NA,347,1,1919,"7/16/1919",16,7,"MT. RAINIER, REFLECTION LAKES : JUVENILE","TAYLOR, W/UNKNOWN",NA,NA,"Ground","Lewis",46.77072146,-121.7316028,"General locality",13120,5,NA,NA,1,"PO","NR",NA,NA,NA,1,"425_1"
426,"RACA",NA,347,1,1919,"7/16/1919",16,7,"MT. RAINIER, REFLECTION LAKES : SUBADULT","TAYLOR, W/UNKNOWN",NA,NA,"Ground","Lewis",46.77072146,-121.7316028,"General locality",13120,5,NA,NA,1,"PO","NR",NA,NA,NA,1,"426_1"
